league_id_x,draft_id,draft_order,scoring_type,season,type,status,rounds,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_super_flex,slots_bn,league_id_y,draft_slot,pick_no,is_keeper,player_first,player_last,player_id,position,roster_id,picked_by
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,1,1,,Christian,McCaffrey,4034,RB,1,475573011907342336
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,2,2,,Tyreek,Hill,3321,WR,2,860631586440380416
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,3,3,,CeeDee,Lamb,6786,WR,3,866853760767520768
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,4,4,,Justin,Jefferson,6794,WR,4,865078437130412032
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,5,5,,Amon-Ra,St. Brown,7547,WR,5,737096080747065344
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,6,6,,Ja'Marr,Chase,7564,WR,6,867640438063026176
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,7,7,,Breece,Hall,8155,RB,7,731282129794744320
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,8,8,,Bijan,Robinson,9509,RB,8,870052901521915904
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,9,9,,A.J.,Brown,5859,WR,9,865743052550082560
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,10,10,,Jonathan,Taylor,6813,RB,10,468879380890775552
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,10,11,,Garrett,Wilson,8146,WR,10,468879380890775552
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,9,12,,Saquon,Barkley,4866,RB,9,865743052550082560
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,8,13,,Jahmyr,Gibbs,9221,RB,8,870052901521915904
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,7,14,,Davante,Adams,2133,WR,7,731282129794744320
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,6,15,,Marvin,Harrison,11628,WR,6,867640438063026176
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,5,16,,Travis,Etienne,7543,RB,5,737096080747065344
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,4,17,,Puka,Nacua,9493,WR,4,865078437130412032
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,3,18,,Derrick,Henry,3198,RB,3,866853760767520768
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,2,19,,Kyren,Williams,8150,RB,2,860631586440380416
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,1,20,,Sam,LaPorta,10859,TE,1,475573011907342336
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,1,21,,Isiah,Pacheco,8205,RB,1,475573011907342336
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,2,22,,Chris,Olave,8144,WR,2,860631586440380416
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,3,23,,De'Von,Achane,9226,RB,3,866853760767520768
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,4,24,,Drake,London,8112,WR,4,865078437130412032
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,5,25,,Travis,Kelce,1466,TE,5,737096080747065344
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,6,26,,Josh,Allen,4984,QB,6,867640438063026176
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,7,27,,Josh,Jacobs,5850,RB,7,731282129794744320
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,8,28,,Lamar,Jackson,4881,QB,8,870052901521915904
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,9,29,,Patrick,Mahomes,4046,QB,9,865743052550082560
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,10,30,,Cooper,Kupp,4039,WR,10,468879380890775552
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,10,31,,Alvin,Kamara,4035,RB,10,468879380890775552
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,9,32,,Brandon,Aiyuk,6803,WR,9,865743052550082560
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,8,33,,Nico,Collins,7569,WR,8,870052901521915904
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,7,34,,Stefon,Diggs,2449,WR,7,731282129794744320
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,6,35,,Mike,Evans,2216,WR,6,867640438063026176
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,5,36,,DJ,Moore,4983,WR,5,737096080747065344
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,4,37,,Deebo,Samuel,5872,WR,4,865078437130412032
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,3,38,,Jalen,Hurts,6904,QB,3,866853760767520768
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,2,39,,Rachaad,White,8136,RB,2,860631586440380416
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,1,40,,Dalton,Kincaid,10236,TE,1,475573011907342336
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,1,41,,Jaylen,Waddle,7526,WR,1,475573011907342336
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,2,42,,Michael,Pittman,6819,WR,2,860631586440380416
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,3,43,,DK,Metcalf,5846,WR,3,866853760767520768
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,4,44,,C.J.,Stroud,9758,QB,4,865078437130412032
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,5,45,,Joe,Mixon,4018,RB,5,737096080747065344
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,6,46,,Trey,McBride,8130,TE,6,867640438063026176
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,7,47,,Malik,Nabers,11632,WR,7,731282129794744320
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,8,48,,Kenneth,Walker,8151,RB,8,870052901521915904
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,9,49,,James,Cook,8138,RB,9,865743052550082560
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,10,50,,Mark,Andrews,5012,TE,10,468879380890775552
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,10,51,,DeVonta,Smith,7525,WR,10,468879380890775552
1124852977111166976,1124852977111166977,"{'468879380890775552': 10, '475573011907342336': 1, '731282129794744320': 7, '737096080747065344': 5, '860631586440380416': 2, '865078437130412032': 4, '865743052550082560': 9, '866853760767520768': 3, '867640438063026176': 6, '870052901521915904': 8}",ppr,2024,snake,complete,15,1,2,2,1,2,,5,1124852977111166976,9,52,,Kyle,Pitts,7553,TE,9,865743052550082560
