sack,qb_hit,fgm_40_49,bonus_rec_te,fgm_yds,def_forced_punts,bonus_rec_yd_100,bonus_rush_yd_100,pass_int,fgmiss_50p,pts_allow_0,bonus_pass_yd_400,pass_2pt,rec_0_4,yds_allow_450_499,blk_kick_ret_yd,st_td,def_pr_yd,rec_30_39,sack_yd,fgm_yds_over_30,rec_td,yds_allow_400_449,tkl_ast,rec_20_29,fgm_30_39,fgm_50_59,xpmiss,rush_td_50p,rush_td,def_kr_yd,bonus_fd_wr,pts_allow,def_4_and_stop,fg_ret_yd,yds_allow_550p,pass_td_40p,def_st_tkl_solo,yds_allow_350_399,fgm,idp_sack_yd,bonus_rush_rec_yd_100,rec_2pt,bonus_pass_cmp_25,rush_fd,pass_int_td,int_ret_yd,pass_att,st_fum_rec,fgmiss,bonus_def_fum_td_50p,ff,bonus_sack_2p,fgmiss_30_39,rec,yds_allow_200_299,pts_allow_14_20,def_2pt,fgm_0_19,idp_pass_def_3p,int,def_st_fum_rec,fum_lost,pts_allow_1_6,rec_fd,kr_yd,fgm_60p,fgmiss_20_29,rush_att,st_tkl_solo,yds_allow,rec_5_9,fgm_20_29,fgmiss_60p,yds_allow_500_549,pts_allow_21_27,bonus_rec_wr,bonus_pass_yd_300,xpm,pass_td_50p,pass_sack,rec_40p,def_3_and_out,fgmiss_50_59,fgmiss_0_19,pass_cmp,tkl_loss,rush_2pt,def_pass_def,yds_allow_300_349,fum_rec,rec_10_19,bonus_rec_yd_200,def_st_td,tkl,pass_cmp_40p,fgm_50p,bonus_tkl_10p,def_td,pass_fd,rec_td_40p,bonus_rush_yd_200,safe,pass_yd,fgmiss_40_49,rec_td_50p,blk_kick,pass_td,tkl_solo,bonus_rush_att_20,yds_allow_100_199,bonus_def_int_td_50p,bonus_fd_qb,rush_yd,yds_allow_0_100,bonus_rec_rb,rush_40p,pr_yd,fum,pts_allow_28_34,pts_allow_35p,bonus_rush_rec_yd_200,fum_rec_td,rec_yd,rush_td_40p,bonus_fd_te,bonus_fd_rb,fum_ret_yd,def_st_ff,pass_inc,pts_allow_7_13,st_ff,league_id,roster_positions,best_ball,last_report,waiver_budget,disable_adds,divisions,capacity_override,taxi_deadline,draft_rounds,reserve_allow_na,start_week,playoff_seed_type,playoff_teams,veto_votes_needed,num_teams,daily_waivers_hour,playoff_type,taxi_slots,sub_start_time_eligibility,last_scored_leg,daily_waivers_days,playoff_week_start,waiver_clear_days,reserve_allow_doubtful,commissioner_direct_invite,veto_auto_poll,reserve_allow_dnr,taxi_allow_vets,waiver_day_of_week,playoff_round_type,reserve_allow_out,reserve_allow_sus,veto_show_votes,trade_deadline,taxi_years,daily_waivers,disable_trades,pick_trading,type,max_keepers,waiver_type,max_subs,league_average_match,trade_review_days,bench_lock,offseason_adds,leg,reserve_slots,reserve_allow_cov,daily_waivers_last_ran
1.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,-1.0,0.0,10.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,5.0,-1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,-2.0,7.0,0.0,0.0,6.0,0.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,2.0,0.04,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,3.0,6.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1134603542842511360,"['QB', 'RB', 'RB', 'WR', 'WR', 'TE', 'FLEX', 'FLEX', 'SUPER_FLEX', 'K', 'DEF', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN']",0,14,100,0,0,0,4,3,0,1,0,6,4,10,0,0,3,0,17,5461,15,2,0,0,0,0,0,2,0,0,1,0,11,1,0,0,1,1,3,1,0,1,2,0,0,17,3,0,30
