sack,fgm_40_49,pass_int,pts_allow_0,pass_2pt,st_td,rec_td,fgm_30_39,xpmiss,rush_td_50p,rush_td,pass_td_40p,fgm,rec_2pt,st_fum_rec,fgmiss,ff,rec,pts_allow_14_20,fgm_0_19,int,def_st_fum_rec,fum_lost,pts_allow_1_6,fgm_20_29,pts_allow_21_27,xpm,pass_td_50p,pass_sack,rush_2pt,fum_rec,def_st_td,fgm_50p,def_td,safe,pass_yd,rec_td_50p,blk_kick,pass_td,rush_yd,fum,pts_allow_28_34,pts_allow_35p,fum_rec_td,rec_yd,def_st_ff,pts_allow_7_13,st_ff,league_id,roster_positions,best_ball,last_report,waiver_budget,disable_adds,capacity_override,waiver_bid_min,taxi_deadline,draft_rounds,reserve_allow_na,start_week,playoff_seed_type,playoff_teams,veto_votes_needed,num_teams,daily_waivers_hour,playoff_type,taxi_slots,sub_start_time_eligibility,last_scored_leg,daily_waivers_days,sub_lock_if_starter_active,playoff_week_start,waiver_clear_days,reserve_allow_doubtful,commissioner_direct_invite,veto_auto_poll,reserve_allow_dnr,taxi_allow_vets,waiver_day_of_week,playoff_round_type,reserve_allow_out,reserve_allow_sus,veto_show_votes,trade_deadline,taxi_years,daily_waivers,faab_suggestions,disable_trades,pick_trading,type,max_keepers,waiver_type,max_subs,league_average_match,trade_review_days,bench_lock,offseason_adds,leg,reserve_slots,reserve_allow_cov,daily_waivers_last_ran
1.0,4.0,-1.0,10.0,2.0,6.0,6.0,3.0,-2.0,2.0,6.0,0.0,0.0,2.0,1.0,-1.0,1.0,1.0,1.0,3.0,2.0,1.0,-2.0,7.0,3.0,0.0,1.0,2.0,-1.0,2.0,2.0,6.0,5.0,6.0,2.0,0.04,2.0,2.0,4.0,0.1,0.0,-1.0,-4.0,6.0,0.1,1.0,4.0,1.0,1100882241665830912,"['QB', 'RB', 'RB', 'WR', 'WR', 'WR', 'TE', 'FLEX', 'SUPER_FLEX', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN']",0,14,100,0,0,1,0,3,1,1,0,6,6,12,0,0,5,0,17,5461,0,15,2,0,0,0,1,0,2,0,1,1,0,13,1,0,0,0,1,2,1,0,0,0,0,1,0,17,3,1,27
