sack,fgm_40_49,pass_int,pts_allow_0,pass_2pt,st_td,rec_td,idp_blk_kick,fgm_30_39,fgm_50_59,xpmiss,rush_td,rec_2pt,idp_tkl_loss,idp_tkl_solo,st_fum_rec,fgmiss,ff,idp_int,rec,idp_safe,pts_allow_14_20,fgm_0_19,idp_def_td,int,def_st_fum_rec,fum_lost,pts_allow_1_6,fgm_60p,idp_sack,fgm_20_29,pts_allow_21_27,xpm,rush_2pt,fum_rec,idp_pass_def,def_st_td,def_td,idp_fum_rec,safe,pass_yd,blk_kick,pass_td,idp_qb_hit,rush_yd,fum,pts_allow_28_34,pts_allow_35p,fum_rec_td,rec_yd,def_st_ff,pts_allow_7_13,idp_ff,st_ff,idp_tkl_ast,league_id,roster_positions,best_ball,last_report,waiver_budget,disable_adds,capacity_override,taxi_deadline,draft_rounds,reserve_allow_na,start_week,playoff_seed_type,playoff_teams,veto_votes_needed,num_teams,daily_waivers_hour,playoff_type,taxi_slots,sub_start_time_eligibility,last_scored_leg,daily_waivers_days,sub_lock_if_starter_active,playoff_week_start,waiver_clear_days,reserve_allow_doubtful,commissioner_direct_invite,veto_auto_poll,reserve_allow_dnr,taxi_allow_vets,waiver_day_of_week,playoff_round_type,reserve_allow_out,reserve_allow_sus,veto_show_votes,trade_deadline,taxi_years,daily_waivers,faab_suggestions,disable_trades,pick_trading,type,max_keepers,waiver_type,max_subs,league_average_match,trade_review_days,bench_lock,offseason_adds,leg,reserve_slots,reserve_allow_cov,daily_waivers_last_ran
1.0,4.0,-1.0,10.0,2.0,6.0,6.0,3.0,3.0,5.0,-1.0,6.0,2.0,2.0,2.0,1.0,-1.0,1.0,6.0,1.0,3.0,1.0,3.0,6.0,2.0,1.0,-2.0,7.0,6.0,6.0,3.0,0.0,1.0,2.0,2.0,3.0,6.0,6.0,3.0,2.0,0.04,2.0,4.0,1.0,0.1,0.0,-1.0,-4.0,6.0,0.1,1.0,4.0,3.0,1.0,1.0,1179072146772254720,"['QB', 'RB', 'RB', 'WR', 'WR', 'TE', 'FLEX', 'FLEX', 'FLEX', 'FLEX', 'SUPER_FLEX', 'K', 'DEF', 'IDP_FLEX', 'IDP_FLEX', 'IDP_FLEX', 'IDP_FLEX', 'IDP_FLEX', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN']",0,17,100,0,0,4,5,0,1,1,7,6,12,0,1,5,0,18,5461,0,15,2,1,0,0,0,1,2,0,1,0,0,12,1,0,0,0,1,2,1,0,0,0,0,0,0,17,5,1,29
