points,players,roster_id,custom_points,matchup_id,starters,starters_points,players_points,league_id,week
280.24,"['10229', '11571', '11583', '1373', '1945', '2133', '4033', '4381', '4981', '5850', '5872', '5937', '6770', '6806', '6904', '7569', '7611', '8150', '9224', '9225', '9500', '9501', '9508', 'KC']",9,,,"['6770', '8150', '5850', '5872', '2133', '4033', '9224', '7611', '6904', '1945', 'KC']","[21.84, 35.7, 39.6, 5.9, 47.8, 0.0, 43.8, 16.0, 38.6, 8.0, 23.0]","{'10229': 0.0, '11571': 6.1, '11583': 0.0, '1373': 5.96, '1945': 8.0, '2133': 47.8, '4033': 0.0, '4381': 0.0, '4981': 9.5, '5850': 39.6, '5872': 5.9, '5937': 0.0, '6770': 21.84, '6806': 0.0, '6904': 38.6, '7569': 17.7, '7611': 16.0, '8150': 35.7, '9224': 43.8, '9225': 9.7, '9500': 6.2, '9501': 10.1, '9508': 29.2, 'KC': 23.0}",1134603542842511360,15
155.56,"['10222', '11627', '11632', '11655', '1479', '2028', '4046', '4195', '4866', '5001', '6797', '6945', '7525', '7526', '7588', '7600', '8132', '8228', '9493', '9753', 'BAL']",10,,5.0,"['4046', '4866', '7588', '9493', '11632', '5001', '7526', '7525', '6797', '4195', 'BAL']","[16.76, 18.9, 7.3, 20.8, 24.2, 3.3, 0.0, 33.5, 14.8, 10.0, 6.0]","{'10222': 12.6, '11627': 2.9, '11632': 24.2, '11655': 9.5, '1479': 20.2, '2028': 0.0, '4046': 16.76, '4195': 10.0, '4866': 18.9, '5001': 3.3, '6797': 14.8, '6945': 11.9, '7525': 33.5, '7526': 0.0, '7588': 7.3, '7600': 11.2, '8132': 10.3, '8228': 4.5, '9493': 20.8, '9753': 17.6, 'BAL': 6.0}",1134603542842511360,15
274.48,"['10444', '10937', '11563', '11584', '11618', '4137', '4943', '4984', '5045', '5857', '5859', '5927', '5947', '6813', '6819', '6963', '8110', '8134', '8151', '9226', 'DEN', 'NO']",1,,2.0,"['4984', '6813', '11584', '5859', '5927', '8110', '4137', '9226', '11563', '10937', 'DEN']","[15.16, 65.3, 26.2, 23.7, 17.0, 10.0, 39.1, 44.5, 25.52, 4.0, 4.0]","{'10444': 0.0, '10937': 4.0, '11563': 25.52, '11584': 26.2, '11618': 16.7, '4137': 39.1, '4943': 25.44, '4984': 15.16, '5045': 10.0, '5857': 8.0, '5859': 23.7, '5927': 17.0, '5947': 6.1, '6813': 65.3, '6819': 3.9, '6963': 7.5, '8110': 10.0, '8134': 4.2, '8151': 17.9, '9226': 44.5, 'DEN': 4.0, 'NO': -1.0}",1134603542842511360,16
244.56,"['10232', '10862', '11637', '11651', '2306', '3200', '4037', '4144', '4988', '5096', '5849', '6786', '7021', '7042', '7523', '7553', '7571', '7594', '8116', '8138', '8142', '8205', '9221', 'MIN']",2,,1.0,"['5849', '9221', '7594', '5096', '6786', '4144', '8138', '7021', '10862', '7042', 'MIN']","[25.38, 44.9, 53.0, 6.2, 22.5, 12.2, 38.1, 14.6, 13.68, 8.0, 6.0]","{'10232': 6.4, '10862': 13.68, '11637': 2.7, '11651': 0.0, '2306': 0.0, '3200': 4.9, '4037': 0.0, '4144': 12.2, '4988': 0.0, '5096': 6.2, '5849': 25.38, '6786': 22.5, '7021': 14.6, '7042': 8.0, '7523': 0.0, '7553': 1.7, '7571': 8.4, '7594': 53.0, '8116': 3.9, '8138': 38.1, '8142': 0.0, '8205': 8.0, '9221': 44.9, 'MIN': 6.0}",1134603542842511360,16
200.22,"['10859', '10866', '11566', '11576', '1166', '4039', '4972', '5119', '5967', '5987', '6790', '7090', '7547', '8112', '8121', '8146', '8148', '9484', '9488', 'ATL', 'CIN']",3,,2.0,"['11566', '6790', '5967', '8112', '4039', '10859', '8146', '7547', '9488', '5119', 'ATL']","[40.92, 12.8, 12.0, 10.9, 5.4, 14.3, 11.4, 19.0, 26.5, 21.0, 26.0]","{'10859': 14.3, '10866': 14.98, '11566': 40.92, '11576': 3.0, '1166': 0.0, '4039': 5.4, '4972': 19.38, '5119': 21.0, '5967': 12.0, '5987': 21.6, '6790': 12.8, '7090': 13.2, '7547': 19.0, '8112': 10.9, '8121': 4.0, '8146': 11.4, '8148': 31.5, '9484': 10.0, '9488': 26.5, 'ATL': 26.0, 'CIN': 20.0}",1134603542842511360,16
202.16,"['11533', '11564', '11570', '11582', '11596', '11604', '11623', '11624', '11625', '11630', '11631', '11834', '3198', '4227', '5012', '6804', '8130', '8676', '9228', '9502', '9509', '9511', '9758', '9997', '9999', 'DET']",4,,4.0,"['9758', '9509', '3198', '9997', '9502', '8130', '5012', '11624', '9999', '4227', 'DET']","[19.06, 40.3, 40.9, 20.8, 21.8, 5.0, 14.3, 22.0, 0.0, 10.0, 8.0]","{'11533': 21.0, '11564': 21.44, '11570': 0.7, '11582': 0.0, '11596': 0.0, '11604': 20.9, '11623': 1.0, '11624': 22.0, '11625': 4.6, '11630': 0.0, '11631': 33.2, '11834': 10.1, '3198': 40.9, '4227': 10.0, '5012': 14.3, '6804': 11.98, '8130': 5.0, '8676': 0.0, '9228': 29.62, '9502': 21.8, '9509': 40.3, '9511': 0.0, '9758': 19.06, '9997': 20.8, '9999': 0.0, 'DET': 8.0}",1134603542842511360,16
72.26,"['11560', '11581', '11628', '11635', '11638', '1234', '2216', '2309', '3214', '3294', '4034', '4663', '4666', '5248', '5846', '5848', '5892', '8111', '8154', '9481', 'PIT']",5,,4.0,"['11560', '4034', '5892', '11628', '2216', '9481', '5846', '2309', '3294', '4666', 'PIT']","[31.76, 0.0, 0.0, 7.9, 11.9, 0.0, 14.7, 2.0, 0.0, 0.0, 4.0]","{'11560': 31.76, '11581': 0.0, '11628': 7.9, '11635': 14.7, '11638': 7.7, '1234': 17.88, '2216': 11.9, '2309': 2.0, '3214': 13.9, '3294': 0.0, '4034': 0.0, '4663': 0.0, '4666': 0.0, '5248': 27.1, '5846': 14.7, '5848': 9.5, '5892': 0.0, '8111': 0.0, '8154': 7.1, '9481': 0.0, 'PIT': 4.0}",1134603542842511360,16
195.86,"['11586', '11626', '11647', '1264', '1466', '3163', '4068', '4217', '4892', '650', '6794', '6826', '6938', '7049', '7528', '7564', '8136', '96', '9754', 'PHI', 'WAS']",6,,3.0,"['3163', '8136', '7528', '6794', '7049', '1466', '4217', '7564', '4892', '650', 'WAS']","[28.84, 12.5, 8.7, 41.4, 9.1, 8.0, 23.6, 24.9, 30.82, 0.0, 8.0]","{'11586': 3.9, '11626': 0.0, '11647': 4.9, '1264': 12.0, '1466': 8.0, '3163': 28.84, '4068': 5.4, '4217': 23.6, '4892': 30.82, '650': 0.0, '6794': 41.4, '6826': 8.9, '6938': 0.8, '7049': 9.1, '7528': 8.7, '7564': 24.9, '8136': 12.5, '96': 16.34, '9754': 4.8, 'PHI': 10.0, 'WAS': 8.0}",1134603542842511360,16
116.94,"['10236', '11439', '11559', '11620', '11643', '1426', '3321', '4018', '4199', '4983', '5022', '6011', '6768', '7543', '7591', '7839', '8137', '8143', '8167', '9229', 'NYJ']",7,,5.0,"['9229', '7543', '4018', '3321', '4983', '10236', '4199', '11620', '8137', '7839', 'NYJ']","[25.74, 10.2, 15.1, 11.9, 14.5, 5.5, 21.3, 9.7, 0.0, 0.0, 3.0]","{'10236': 5.5, '11439': 0.0, '11559': 9.38, '11620': 9.7, '11643': 0.0, '1426': 7.7, '3321': 11.9, '4018': 15.1, '4199': 21.3, '4983': 14.5, '5022': 0.0, '6011': 0.0, '6768': 13.5, '7543': 10.2, '7591': 0.0, '7839': 0.0, '8137': 0.0, '8143': 31.6, '8167': 3.3, '9229': 25.74, 'NYJ': 3.0}",1134603542842511360,16
183.4,"['11539', '1339', '1689', '2359', '2374', '2449', '2749', '4035', '4066', '4149', '421', '4881', '5086', '5844', '6783', '6801', '8126', '8144', '8155', '8183', '8408', '9756', 'BUF', 'GB']",8,,3.0,"['8183', '2359', '8155', '6801', '6783', '5844', '1689', '9756', '4881', '11539', 'BUF']","[30.12, 23.0, 21.0, 19.8, 4.0, 4.7, 15.3, 14.5, 25.98, 9.0, 16.0]","{'11539': 9.0, '1339': 2.2, '1689': 15.3, '2359': 23.0, '2374': 3.9, '2449': 0.0, '2749': 10.6, '4035': 0.0, '4066': 0.0, '4149': 2.3, '421': 8.5, '4881': 25.98, '5086': 0.0, '5844': 4.7, '6783': 4.0, '6801': 19.8, '8126': 13.2, '8144': 0.0, '8155': 21.0, '8183': 30.12, '8408': 0.0, '9756': 14.5, 'BUF': 16.0, 'GB': 19.0}",1134603542842511360,16
203.22,"['10229', '11571', '11583', '1373', '1945', '2133', '4033', '4381', '4981', '5850', '5872', '5937', '6770', '6806', '6904', '7569', '7611', '8150', '9224', '9225', '9500', '9501', '9508', 'KC']",9,,1.0,"['6770', '8150', '5850', '7569', '2133', '4033', '9224', '7611', '6904', '1945', 'KC']","[22.98, 39.4, 29.2, 13.0, 19.8, 14.6, 24.9, 18.3, 6.04, 7.0, 8.0]","{'10229': 0.0, '11571': 2.7, '11583': 0.0, '1373': 29.86, '1945': 7.0, '2133': 19.8, '4033': 14.6, '4381': 0.0, '4981': 16.8, '5850': 29.2, '5872': 29.6, '5937': 0.0, '6770': 22.98, '6806': 0.0, '6904': 6.04, '7569': 13.0, '7611': 18.3, '8150': 39.4, '9224': 24.9, '9225': 16.1, '9500': 15.1, '9501': 8.4, '9508': 26.6, 'KC': 8.0}",1134603542842511360,16
208.16,"['10222', '11627', '11632', '11655', '1479', '2028', '4046', '4195', '4866', '5001', '6797', '6945', '7525', '7526', '7588', '7600', '8132', '8228', '9493', '9753', 'BAL']",10,,5.0,"['4046', '4866', '7588', '9493', '11632', '5001', '7526', '7525', '6797', '4195', 'BAL']","[29.2, 49.5, 14.3, 13.6, 13.8, 15.5, 0.0, 11.1, 27.16, 18.0, 16.0]","{'10222': 11.6, '11627': 4.5, '11632': 13.8, '11655': 20.4, '1479': 34.1, '2028': 0.0, '4046': 29.2, '4195': 18.0, '4866': 49.5, '5001': 15.5, '6797': 27.16, '6945': 10.6, '7525': 11.1, '7526': 0.0, '7588': 14.3, '7600': 4.6, '8132': 9.6, '8228': 20.2, '9493': 13.6, '9753': 3.8, 'BAL': 16.0}",1134603542842511360,16
174.94,"['10444', '10937', '11563', '11584', '11618', '4137', '4943', '4984', '5045', '5857', '5859', '5927', '5947', '6813', '6819', '6963', '8110', '8134', '8151', '9226', 'IND', 'NO']",1,,1.0,"['4984', '6813', '11584', '5859', '5927', '8110', '4137', '9226', '11563', '10937', 'IND']","[25.48, 51.6, 41.0, 12.6, 1.5, 2.8, 4.8, 10.8, 26.36, 1.0, -3.0]","{'10444': 0.0, '10937': 1.0, '11563': 26.36, '11584': 41.0, '11618': 23.5, '4137': 4.8, '4943': 33.28, '4984': 25.48, '5045': 16.5, '5857': 8.3, '5859': 12.6, '5927': 1.5, '5947': 17.1, '6813': 51.6, '6819': 30.9, '6963': 0.0, '8110': 2.8, '8134': 5.5, '8151': 0.0, '9226': 10.8, 'IND': -3.0, 'NO': 3.0}",1134603542842511360,17
186.44,"['10232', '10862', '11637', '11651', '2197', '2306', '3200', '4037', '4144', '4988', '5096', '5849', '6786', '7021', '7042', '7553', '7571', '7594', '8117', '8138', '8142', '8205', '9221', 'MIN']",2,,1.0,"['5849', '9221', '11651', '2197', '8117', '4144', '8138', '7021', '10862', '7042', 'MIN']","[26.04, 40.3, 18.4, 9.2, 12.0, 11.6, 18.8, 29.3, 6.8, 8.0, 6.0]","{'10232': 7.4, '10862': 6.8, '11637': 11.7, '11651': 18.4, '2197': 9.2, '2306': 0.0, '3200': 0.0, '4037': 0.0, '4144': 11.6, '4988': 0.0, '5096': 4.2, '5849': 26.04, '6786': 0.0, '7021': 29.3, '7042': 8.0, '7553': 14.4, '7571': 2.2, '7594': 0.0, '8117': 12.0, '8138': 18.8, '8142': 29.2, '8205': 4.8, '9221': 40.3, 'MIN': 6.0}",1134603542842511360,17
168.58,"['10859', '10866', '11566', '11576', '1166', '4039', '4972', '5119', '5967', '5987', '6790', '7090', '7547', '8112', '8121', '8146', '8148', '9484', '9488', 'ATL', 'CIN']",3,,2.0,"['11566', '6790', '5967', '8112', '4039', '10859', '8146', '7547', '9488', '5119', 'CIN']","[45.78, 18.1, 0.0, 22.6, 3.9, 18.4, 17.6, 20.0, 6.2, 10.0, 6.0]","{'10859': 18.4, '10866': 19.08, '11566': 45.78, '11576': 5.6, '1166': 0.0, '4039': 3.9, '4972': 15.52, '5119': 10.0, '5967': 0.0, '5987': 9.8, '6790': 18.1, '7090': 5.7, '7547': 20.0, '8112': 22.6, '8121': 14.8, '8146': 17.6, '8148': 25.5, '9484': 7.3, '9488': 6.2, 'ATL': 6.0, 'CIN': 6.0}",1134603542842511360,17
177.0,"['11533', '11564', '11570', '11582', '11596', '11604', '11623', '11624', '11625', '11630', '11631', '11834', '3198', '4227', '5012', '6804', '8130', '8676', '9228', '9502', '9509', '9511', '9758', '9997', '9999', 'DET']",4,,,"['9758', '9509', '3198', '9997', '9502', '8130', '5012', '11624', '9999', '4227', 'DET']","[7.6, 33.3, 46.0, 5.1, 0.0, 35.3, 14.8, 23.9, 0.0, 4.0, 7.0]","{'11533': 0.0, '11564': 12.88, '11570': 0.2, '11582': 0.0, '11596': 0.0, '11604': 15.1, '11623': 1.6, '11624': 23.9, '11625': 4.2, '11630': 0.0, '11631': 26.4, '11834': 4.7, '3198': 46.0, '4227': 4.0, '5012': 14.8, '6804': 14.5, '8130': 35.3, '8676': 0.0, '9228': 17.92, '9502': 0.0, '9509': 33.3, '9511': 11.3, '9758': 7.6, '9997': 5.1, '9999': 0.0, 'DET': 7.0}",1134603542842511360,17
78.58,"['11560', '11581', '11628', '11635', '11638', '1234', '2216', '2309', '3214', '3294', '4034', '4663', '4666', '5248', '5846', '5848', '5892', '8111', '8154', '9481', 'PIT']",5,,,"['11560', '4034', '5892', '11628', '2216', '9481', '5846', '2309', '3294', '4666', '0']","[10.08, 0.0, 0.0, 15.6, 29.7, 1.4, 7.2, 14.6, 0.0, 0.0, 0.0]","{'11560': 10.08, '11581': 0.0, '11628': 15.6, '11635': 29.4, '11638': 34.7, '1234': 21.7, '2216': 29.7, '2309': 14.6, '3214': 0.0, '3294': 0.0, '4034': 0.0, '4663': 0.0, '4666': 0.0, '5248': 0.0, '5846': 7.2, '5848': 8.6, '5892': 0.0, '8111': 0.0, '8154': 15.4, '9481': 1.4, 'PIT': 0.0}",1134603542842511360,17
206.08,"['11586', '11626', '11647', '1264', '1466', '3163', '4068', '4217', '4892', '6794', '6826', '6938', '7049', '7528', '7564', '8136', '96', '9754', 'PHI', 'WAS']",6,,,"['3163', '8136', '7528', '6794', '7049', '1466', '4217', '7564', '4892', '0', 'WAS']","[33.32, 7.4, 16.6, 17.2, 13.7, 22.4, 24.2, 24.2, 41.06, 0.0, 6.0]","{'11586': 1.1, '11626': 7.8, '11647': 4.9, '1264': 9.0, '1466': 22.4, '3163': 33.32, '4068': 0.0, '4217': 24.2, '4892': 41.06, '6794': 17.2, '6826': 0.0, '6938': 14.3, '7049': 13.7, '7528': 16.6, '7564': 24.2, '8136': 7.4, '96': 2.48, '9754': 9.8, 'PHI': 21.0, 'WAS': 6.0}",1134603542842511360,17
74.3,"['10236', '11439', '11559', '11620', '11643', '1426', '3321', '4018', '4199', '4983', '5022', '6011', '6768', '7543', '7591', '7839', '8137', '8143', '8167', '9229', 'NYJ']",7,,,"['9229', '7543', '0', '3321', '4983', '10236', '4199', '11620', '0', '7839', 'NYJ']","[0.0, 16.0, 0.0, 24.5, 13.2, 4.4, 17.7, 2.5, 0.0, 0.0, -4.0]","{'10236': 4.4, '11439': 14.6, '11559': 13.22, '11620': 2.5, '11643': 0.0, '1426': 2.7, '3321': 24.5, '4018': 10.4, '4199': 17.7, '4983': 13.2, '5022': 0.0, '6011': 0.0, '6768': 0.0, '7543': 16.0, '7591': 0.0, '7839': 0.0, '8137': 8.0, '8143': 5.2, '8167': 0.0, '9229': 0.0, 'NYJ': -4.0}",1134603542842511360,17
271.4,"['11539', '1339', '1689', '2359', '2374', '2449', '2749', '4035', '4066', '4149', '421', '4881', '5086', '5844', '6783', '6801', '8126', '8144', '8155', '8183', '8408', '9756', 'BUF', 'GB']",8,,,"['8183', '2359', '8155', '6801', '6783', '5844', '1689', '9756', '4881', '11539', 'BUF']","[39.78, 35.7, 11.3, 45.1, 21.4, 11.8, 33.0, 18.9, 31.42, 9.0, 14.0]","{'11539': 9.0, '1339': 25.2, '1689': 33.0, '2359': 35.7, '2374': 5.0, '2449': 0.0, '2749': 6.9, '4035': 0.0, '4066': 0.0, '4149': 4.4, '421': 12.16, '4881': 31.42, '5086': 0.0, '5844': 11.8, '6783': 21.4, '6801': 45.1, '8126': 18.1, '8144': 0.0, '8155': 11.3, '8183': 39.78, '8408': 0.0, '9756': 18.9, 'BUF': 14.0, 'GB': 3.0}",1134603542842511360,17
190.08,"['10229', '11583', '1373', '1945', '2133', '4033', '4381', '4981', '5850', '5872', '5937', '6770', '6806', '6904', '7569', '7611', '8150', '8210', '9224', '9225', '9500', '9501', '9508', 'KC']",9,,2.0,"['6770', '8150', '5850', '7569', '2133', '8210', '9224', '7611', '6806', '1945', 'KC']","[46.98, 22.7, 19.4, 8.9, 9.7, 11.4, 26.1, 1.1, 24.8, 4.0, 15.0]","{'10229': 0.0, '11583': 0.0, '1373': 9.8, '1945': 4.0, '2133': 9.7, '4033': 0.0, '4381': 0.0, '4981': 14.6, '5850': 19.4, '5872': 10.6, '5937': 0.0, '6770': 46.98, '6806': 24.8, '6904': 0.0, '7569': 8.9, '7611': 1.1, '8150': 22.7, '8210': 11.4, '9224': 26.1, '9225': 8.8, '9500': 5.2, '9501': 14.6, '9508': 28.3, 'KC': 15.0}",1134603542842511360,17
188.34,"['10222', '11627', '11632', '11655', '1479', '2028', '4046', '4195', '4866', '5001', '6797', '6945', '7525', '7526', '7588', '7600', '8132', '8228', '9493', '9753', 'BAL']",10,,,"['0', '4866', '7588', '9493', '11632', '0', '7526', '7525', '6797', '4195', '0']","[0.0, 42.4, 2.0, 27.9, 41.1, 0.0, 0.0, 35.0, 28.94, 11.0, 0.0]","{'10222': 1.6, '11627': 0.9, '11632': 41.1, '11655': 22.3, '1479': 7.5, '2028': 0.0, '4046': 32.5, '4195': 11.0, '4866': 42.4, '5001': 4.1, '6797': 28.94, '6945': 12.3, '7525': 35.0, '7526': 0.0, '7588': 2.0, '7600': 11.0, '8132': 3.4, '8228': 23.7, '9493': 27.9, '9753': 18.1, 'BAL': 18.0}",1134603542842511360,17
112.42,"['11583', '11643', '3198', '3451', '4066', '4950', '5846', '6786', '6801', '6904', '7588', '7594', '8150', '8154', '8408', '9226', 'BAL']",1,,5.0,"['6904', '3198', '9226', '6786', '5846', '4066', '8150', '4950', '3451', 'BAL']","[18.42, 10.6, 23.0, 13.6, 5.9, 1.5, 14.4, 4.0, 17.0, 4.0]","{'11583': 0.0, '11643': 0.0, '3198': 10.6, '3451': 17.0, '4066': 1.5, '4950': 4.0, '5846': 5.9, '6786': 13.6, '6801': 0.0, '6904': 18.42, '7588': 3.3, '7594': 1.4, '8150': 14.4, '8154': 17.9, '8408': 22.2, '9226': 23.0, 'BAL': 4.0}",1124852977111166976,1
130.72,"['11624', '1479', '2374', '3163', '4227', '4881', '5022', '5848', '7569', '8110', '8151', '9221', '9509', '9997', 'PHI']",2,,3.0,"['4881', '9509', '9221', '7569', '9997', '8110', '8151', '1479', '4227', 'PHI']","[25.12, 16.1, 17.4, 17.7, 11.1, 4.5, 18.9, 6.9, 9.0, 4.0]","{'11624': 20.8, '1479': 6.9, '2374': 13.7, '3163': 12.38, '4227': 9.0, '4881': 25.12, '5022': 7.1, '5848': 0.0, '7569': 17.7, '8110': 4.5, '8151': 18.9, '9221': 17.4, '9509': 16.1, '9997': 11.1, 'PHI': 4.0}",1124852977111166976,1
116.98,"['11628', '2216', '2749', '4663', '4666', '4984', '5248', '5892', '5937', '6826', '7564', '8130', '9488', '9502', 'MIA']",3,,3.0,"['4984', '5892', '2749', '7564', '11628', '8130', '2216', '9502', '4666', 'MIA']","[31.18, 16.3, 3.9, 12.2, 1.4, 8.0, 23.1, 8.9, 4.0, 8.0]","{'11628': 1.4, '2216': 23.1, '2749': 3.9, '4663': 10.2, '4666': 4.0, '4984': 31.18, '5248': 3.8, '5892': 16.3, '5937': 3.9, '6826': 1.4, '7564': 12.2, '8130': 8.0, '9488': 3.9, '9502': 8.9, 'MIA': 8.0}",1124852977111166976,1
138.24,"['11589', '4046', '4866', '5001', '5859', '5927', '5947', '6803', '6845', '7553', '7611', '7839', '8138', '9756', 'KC']",4,,1.0,"['4046', '4866', '8138', '5859', '6803', '7553', '7611', '5927', '7839', 'KC']","[16.14, 33.2, 13.3, 22.9, 4.8, 11.6, 21.6, 3.7, 6.0, 5.0]","{'11589': 2.8, '4046': 16.14, '4866': 33.2, '5001': 4.6, '5859': 22.9, '5927': 3.7, '5947': 9.4, '6803': 4.8, '6845': 14.1, '7553': 11.6, '7611': 21.6, '7839': 6.0, '8138': 13.3, '9756': 6.5, 'KC': 5.0}",1124852977111166976,1
114.76,"['11560', '1264', '2309', '3164', '4033', '5872', '5967', '6794', '8112', '8137', '8228', '9493', '9753', '9758', 'PIT']",5,,4.0,"['9758', '5967', '8228', '6794', '9493', '4033', '8112', '5872', '1264', 'PIT']","[18.66, 18.4, 4.0, 15.9, 8.2, 8.4, 3.5, 18.7, 7.0, 12.0]","{'11560': 7.22, '1264': 7.0, '2309': 3.6, '3164': 12.9, '4033': 8.4, '5872': 18.7, '5967': 18.4, '6794': 15.9, '8112': 3.5, '8137': 13.5, '8228': 4.0, '9493': 8.2, '9753': 12.1, '9758': 18.66, 'PIT': 12.0}",1124852977111166976,1
128.86,"['11586', '3294', '3321', '4037', '4082', '4137', '4195', '4217', '6130', '6768', '6819', '8136', '8144', 'TB']",6,,5.0,"['3294', '4137', '8136', '3321', '8144', '4217', '6819', '4037', '4195', 'TB']","[11.46, 19.3, 16.6, 26.0, 3.1, 8.0, 7.1, 22.3, 10.0, 5.0]","{'11586': 0.0, '3294': 11.46, '3321': 26.0, '4037': 22.3, '4082': 3.5, '4137': 19.3, '4195': 10.0, '4217': 8.0, '6130': 9.2, '6768': 18.62, '6819': 7.1, '8136': 16.6, '8144': 3.1, 'TB': 5.0}",1124852977111166976,1
134.78,"['11566', '4035', '4039', '4981', '4988', '5012', '5844', '5849', '6813', '7042', '7525', '8146', '8167', '9508', 'NYJ', 'SF']",7,,2.0,"['5849', '6813', '4035', '8146', '4039', '5012', '7525', '4981', '7042', 'SF']","[14.18, 10.8, 22.0, 12.0, 32.0, 3.4, 15.4, 8.0, 10.0, 7.0]","{'11566': 28.16, '4035': 22.0, '4039': 32.0, '4981': 8.0, '4988': 0.0, '5012': 3.4, '5844': 0.0, '5849': 14.18, '6813': 10.8, '7042': 10.0, '7525': 15.4, '8146': 12.0, '8167': 10.3, '9508': 7.2, 'NYJ': 2.0, 'SF': 7.0}",1124852977111166976,1
100.76,"['10229', '11539', '11604', '11637', '1466', '4018', '4983', '5045', '6770', '6790', '6797', '7543', '7547', '8143', 'CLE']",8,,2.0,"['6770', '7543', '4018', '7547', '4983', '1466', '10229', '6790', '11539', 'CLE']","[8.06, 11.9, 26.8, 4.3, 10.0, 6.4, 17.3, 5.0, 8.0, 3.0]","{'10229': 17.3, '11539': 8.0, '11604': 11.8, '11637': 9.1, '1466': 6.4, '4018': 26.8, '4983': 10.0, '5045': 7.8, '6770': 8.06, '6790': 5.0, '6797': 10.36, '7543': 11.9, '7547': 4.3, '8143': 18.9, 'CLE': 3.0}",1124852977111166976,1
139.2,"['10222', '10236', '10859', '10937', '11439', '11581', '11620', '11625', '11635', '4034', '6804', '7526', '8183', '8205', 'DAL']",9,,1.0,"['6804', '4034', '8205', '7526', '11620', '10859', '10236', '10222', '10937', 'DAL']","[17.4, 0.0, 15.8, 16.2, 2.1, 8.5, 2.1, 33.1, 26.0, 18.0]","{'10222': 33.1, '10236': 2.1, '10859': 8.5, '10937': 26.0, '11439': 5.8, '11581': 0.0, '11620': 2.1, '11625': 1.2, '11635': 14.9, '4034': 0.0, '6804': 17.4, '7526': 16.2, '8183': 10.34, '8205': 15.8, 'DAL': 18.0}",1124852977111166976,1
145.78,"['11533', '11631', '11632', '1426', '2133', '2449', '4199', '5850', '7528', '7600', '8139', '8148', '8155', '9229', 'WAS']",10,,4.0,"['9229', '8155', '5850', '2133', '11632', '7600', '2449', '4199', '11533', 'WAS']","[27.08, 18.3, 12.4, 10.9, 11.6, 6.7, 21.9, 18.9, 21.0, -3.0]","{'11533': 21.0, '11631': 14.7, '11632': 11.6, '1426': 1.8, '2133': 10.9, '2449': 21.9, '4199': 18.9, '5850': 12.4, '7528': 8.9, '7600': 6.7, '8139': 4.6, '8148': 24.4, '8155': 18.3, '9229': 27.08, 'WAS': -3.0}",1124852977111166976,1
165.92,"['11583', '11643', '3451', '4066', '4950', '5846', '6786', '6801', '6865', '6904', '7588', '8150', '8154', '8408', '9226', 'BAL']",1,,4.0,"['6904', '8408', '9226', '6786', '5846', '6865', '8150', '4950', '3451', 'BAL']","[24.82, 17.4, 29.5, 19.0, 28.9, 2.2, 15.2, 0.9, 20.0, 8.0]","{'11583': 0.0, '11643': 0.4, '3451': 20.0, '4066': 0.0, '4950': 0.9, '5846': 28.9, '6786': 19.0, '6801': 0.0, '6865': 2.2, '6904': 24.82, '7588': 11.5, '8150': 15.2, '8154': 14.6, '8408': 17.4, '9226': 29.5, 'BAL': 8.0}",1124852977111166976,2
126.28,"['11624', '1479', '2374', '3163', '4227', '4881', '5022', '5848', '7569', '8110', '8151', '9221', '9509', '9997', 'PHI']",2,,3.0,"['4881', '9509', '9221', '7569', '9997', '5022', '11624', '2374', '4227', 'PHI']","[17.38, 16.2, 17.6, 27.5, 22.1, 6.8, 4.2, 3.5, 10.0, 1.0]","{'11624': 4.2, '1479': 0.0, '2374': 3.5, '3163': 10.78, '4227': 10.0, '4881': 17.38, '5022': 6.8, '5848': 0.0, '7569': 27.5, '8110': 0.0, '8151': 0.0, '9221': 17.6, '9509': 16.2, '9997': 22.1, 'PHI': 1.0}",1124852977111166976,2
107.36,"['11628', '2216', '2749', '4663', '4666', '4984', '5248', '5892', '5937', '6826', '7564', '8130', '9488', '9502', 'MIA']",3,,4.0,"['4984', '5892', '5248', '7564', '11628', '8130', '2216', '9502', '4666', 'MIA']","[9.76, 17.0, 5.9, 7.5, 29.0, 18.7, 7.2, 2.3, 10.0, 0.0]","{'11628': 29.0, '2216': 7.2, '2749': 0.0, '4663': 11.5, '4666': 10.0, '4984': 9.76, '5248': 5.9, '5892': 17.0, '5937': 4.5, '6826': 6.7, '7564': 7.5, '8130': 18.7, '9488': 23.7, '9502': 2.3, 'MIA': 0.0}",1124852977111166976,2
127.54,"['4046', '4866', '5001', '5859', '5927', '5947', '6803', '6806', '6845', '7553', '7611', '7839', '8138', '9756', 'KC']",4,,1.0,"['4046', '4866', '8138', '5859', '6803', '7553', '7611', '5927', '7839', 'KC']","[14.94, 17.6, 28.5, 0.0, 8.3, 5.0, 17.0, 8.2, 15.0, 13.0]","{'4046': 14.94, '4866': 17.6, '5001': 4.1, '5859': 0.0, '5927': 8.2, '5947': 6.9, '6803': 8.3, '6806': 20.1, '6845': 5.7, '7553': 5.0, '7611': 17.0, '7839': 15.0, '8138': 28.5, '9756': 0.0, 'KC': 13.0}",1124852977111166976,2
