points,players,roster_id,custom_points,matchup_id,starters,starters_points,players_points,league_id,week
182.52,"['10229', '11539', '1339', '2374', '2449', '2749', '4035', '4066', '4149', '421', '4881', '5844', '6783', '6801', '8139', '8144', '8155', '8183', '8230', '8408', '9756', 'CLE', 'GB']",8,,1.0,"['4881', '8155', '4035', '6801', '2449', '4066', '2749', '8408', '8183', '11539', 'GB']","[38.94, 37.1, 11.9, 18.2, 7.3, 8.5, 8.5, 15.9, 24.18, 8.0, 4.0]","{'10229': 0.0, '11539': 8.0, '1339': 14.0, '2374': 8.5, '2449': 7.3, '2749': 8.5, '4035': 11.9, '4066': 8.5, '4149': 3.2, '421': 5.96, '4881': 38.94, '5844': 0.0, '6783': 2.8, '6801': 18.2, '8139': 5.2, '8144': 0.0, '8155': 37.1, '8183': 24.18, '8230': 1.4, '8408': 15.9, '9756': 9.6, 'CLE': 3.0, 'GB': 4.0}",1134603542842511360,7
150.7,"['11619', '1373', '1945', '2133', '4033', '4381', '4981', '5850', '5872', '5937', '6149', '6770', '6806', '6904', '7569', '7611', '7670', '8150', '9224', '9500', '9508', 'LAC']",9,,5.0,"['6770', '8150', '6806', '5872', '2133', '4033', '7611', '5937', '6904', '1945', 'LAC']","[16.44, 33.1, 16.6, 0.0, 6.0, 23.6, 8.0, 2.7, 26.26, 14.0, 4.0]","{'11619': 0.0, '1373': 19.78, '1945': 14.0, '2133': 6.0, '4033': 23.6, '4381': 0.0, '4981': 7.2, '5850': 26.2, '5872': 0.0, '5937': 2.7, '6149': 2.1, '6770': 16.44, '6806': 16.6, '6904': 26.26, '7569': 0.0, '7611': 8.0, '7670': 10.3, '8150': 33.1, '9224': 14.8, '9500': 1.3, '9508': 0.0, 'LAC': 4.0}",1134603542842511360,7
139.42,"['10222', '11627', '11632', '11655', '1479', '2028', '4046', '4195', '4866', '5001', '6797', '6945', '7525', '7526', '7588', '7600', '8132', '8228', '9493', '9753', 'BAL']",10,,3.0,"['4046', '4866', '7588', '9493', '11632', '5001', '7526', '7525', '6797', '4195', 'BAL']","[16.56, 40.2, 35.1, 0.0, 8.1, 3.8, 2.1, 0.8, 21.76, 4.0, 7.0]","{'10222': 3.5, '11627': 10.0, '11632': 8.1, '11655': 9.2, '1479': 0.0, '2028': 0.0, '4046': 16.56, '4195': 4.0, '4866': 40.2, '5001': 3.8, '6797': 21.76, '6945': 3.8, '7525': 0.8, '7526': 2.1, '7588': 35.1, '7600': 7.1, '8132': 8.0, '8228': 13.9, '9493': 0.0, '9753': 5.4, 'BAL': 7.0}",1134603542842511360,7
209.88,"['10937', '11563', '11583', '11584', '11618', '4137', '4943', '4984', '5045', '5857', '5859', '5927', '5947', '6650', '6813', '6819', '8110', '8126', '8134', '8151', '9225', '9226', 'DEN']",1,,2.0,"['4984', '4137', '8151', '5859', '5927', '5857', '9225', '9226', '11563', '6650', 'DEN']","[24.32, 27.9, 13.0, 13.4, 22.5, 5.2, 19.6, 33.7, 35.26, 8.0, 7.0]","{'10937': 0.0, '11563': 35.26, '11583': 0.0, '11584': 19.9, '11618': 9.7, '4137': 27.9, '4943': 19.7, '4984': 24.32, '5045': 22.12, '5857': 5.2, '5859': 13.4, '5927': 22.5, '5947': 17.2, '6650': 8.0, '6813': 36.7, '6819': 2.6, '8110': 8.3, '8126': 8.0, '8134': 25.4, '8151': 13.0, '9225': 19.6, '9226': 33.7, 'DEN': 7.0}",1134603542842511360,8
275.6,"['10235', '11575', '11637', '3200', '3451', '4037', '4098', '4950', '4988', '5849', '5870', '6130', '6786', '7021', '7523', '7553', '7594', '8131', '8138', '8142', '8205', '9221', 'HOU']",2,,1.0,"['5849', '9221', '8138', '4950', '6786', '7553', '4098', '7594', '7523', '3451', 'HOU']","[30.68, 30.8, 41.8, 7.9, 44.6, 25.1, 26.8, 16.6, 29.32, 11.0, 11.0]","{'10235': 7.6, '11575': 5.9, '11637': 18.0, '3200': 4.8, '3451': 11.0, '4037': 0.0, '4098': 26.8, '4950': 7.9, '4988': 13.2, '5849': 30.68, '5870': 9.16, '6130': 5.3, '6786': 44.6, '7021': 0.0, '7523': 29.32, '7553': 25.1, '7594': 16.6, '8131': 8.7, '8138': 41.8, '8142': 2.1, '8205': 0.0, '9221': 30.8, 'HOU': 11.0}",1134603542842511360,8
193.64,"['10859', '11566', '11576', '1166', '4039', '5119', '5967', '5987', '6790', '7090', '7547', '8112', '8117', '8121', '8146', '8148', '829', '9484', '9488', 'ATL', 'MIN']",3,,5.0,"['1166', '6790', '5967', '7090', '8146', '9484', '8112', '7547', '4039', '5119', 'MIN']","[30.14, 32.9, 29.7, 18.6, 21.3, 16.8, 7.4, 8.7, 16.1, 11.0, 1.0]","{'10859': 16.8, '11566': 29.24, '11576': 15.2, '1166': 30.14, '4039': 16.1, '5119': 11.0, '5967': 29.7, '5987': 16.4, '6790': 32.9, '7090': 18.6, '7547': 8.7, '8112': 7.4, '8117': 7.4, '8121': 10.2, '8146': 21.3, '8148': 0.0, '829': 0.0, '9484': 16.8, '9488': 12.9, 'ATL': 8.0, 'MIN': 1.0}",1134603542842511360,8
188.9,"['11533', '11564', '11570', '11582', '11596', '11604', '11623', '11624', '11625', '11630', '11631', '11834', '3198', '4227', '5012', '6804', '8130', '8676', '9228', '9502', '9509', '9511', '9758', '9997', '9999', 'DET']",4,,4.0,"['9758', '9509', '3198', '9997', '9502', '8130', '5012', '11624', '9999', '4227', 'DET']","[15.9, 32.1, 20.2, 23.5, 13.5, 26.4, 14.6, 13.7, 0.0, 10.0, 19.0]","{'11533': 6.0, '11564': 13.02, '11570': 0.0, '11582': 3.4, '11596': 0.0, '11604': 10.8, '11623': 0.0, '11624': 13.7, '11625': 1.9, '11630': 0.0, '11631': 15.0, '11834': 5.8, '3198': 20.2, '4227': 10.0, '5012': 14.6, '6804': 7.24, '8130': 26.4, '8676': 0.0, '9228': 17.06, '9502': 13.5, '9509': 32.1, '9511': 0.0, '9758': 15.9, '9997': 23.5, '9999': 0.0, 'DET': 19.0}",1134603542842511360,8
104.38,"['11560', '11581', '11628', '11635', '11638', '1234', '2216', '2309', '3214', '3294', '4034', '4663', '4666', '5248', '5846', '5848', '5892', '8111', '8154', '9481', 'PIT']",5,,2.0,"['11560', '4034', '5892', '11628', '2216', '9481', '5846', '2309', '3294', '4666', 'PIT']","[14.44, 0.0, 19.42, 28.1, 0.0, 0.0, 0.0, 1.3, 19.12, 6.0, 16.0]","{'11560': 14.44, '11581': 0.0, '11628': 28.1, '11635': 34.1, '11638': 12.2, '1234': 15.32, '2216': 0.0, '2309': 1.3, '3214': 9.5, '3294': 19.12, '4034': 0.0, '4663': 11.3, '4666': 6.0, '5248': 0.0, '5846': 0.0, '5848': 0.0, '5892': 19.42, '8111': 29.1, '8154': 16.6, '9481': 0.0, 'PIT': 16.0}",1134603542842511360,8
206.72,"['11586', '11589', '11626', '11647', '1264', '1466', '3163', '4068', '4217', '4892', '6794', '6826', '6845', '7049', '7528', '7564', '8136', '96', '9757', 'PHI', 'SF']",6,,3.0,"['3163', '8136', '7528', '6794', '7564', '1466', '4217', '6845', '96', '1264', 'SF']","[16.0, 18.7, 30.6, 24.5, 20.4, 25.0, 29.8, 10.4, 17.32, 6.0, 8.0]","{'11586': 4.8, '11589': 1.5, '11626': 13.9, '11647': 4.6, '1264': 6.0, '1466': 25.0, '3163': 16.0, '4068': 0.0, '4217': 29.8, '4892': 31.8, '6794': 24.5, '6826': 4.4, '6845': 10.4, '7049': 0.0, '7528': 30.6, '7564': 20.4, '8136': 18.7, '96': 17.32, '9757': 3.1, 'PHI': 9.0, 'SF': 8.0}",1134603542842511360,8
140.9,"['10236', '11439', '11559', '11620', '11643', '1426', '3321', '4018', '4199', '4983', '5022', '6011', '6768', '7543', '7591', '7839', '8137', '8143', '8167', '9229', 'NYJ']",7,,1.0,"['9229', '7543', '4018', '3321', '4983', '10236', '4199', '11620', '8137', '7839', 'NYJ']","[15.5, 0.0, 43.9, 13.2, 6.4, 13.1, 21.0, 9.4, 11.4, 4.0, 3.0]","{'10236': 13.1, '11439': 16.6, '11559': 0.0, '11620': 9.4, '11643': 2.8, '1426': 4.9, '3321': 13.2, '4018': 43.9, '4199': 21.0, '4983': 6.4, '5022': 0.0, '6011': 15.96, '6768': 19.16, '7543': 0.0, '7591': 0.0, '7839': 4.0, '8137': 11.4, '8143': 0.0, '8167': 7.9, '9229': 15.5, 'NYJ': 3.0}",1134603542842511360,8
195.06,"['10229', '11539', '1339', '2374', '2449', '2749', '4035', '4066', '4149', '421', '4881', '5844', '6783', '6801', '8139', '8144', '8155', '8183', '8230', '8408', '9756', 'CLE', 'GB']",8,,5.0,"['4881', '8155', '4035', '8144', '2449', '4066', '2749', '8408', '8183', '11539', 'GB']","[28.16, 17.9, 25.2, 23.7, 13.2, 13.6, 20.5, 4.8, 30.0, 12.0, 6.0]","{'10229': 0.0, '11539': 12.0, '1339': 14.7, '2374': 1.9, '2449': 13.2, '2749': 20.5, '4035': 25.2, '4066': 13.6, '4149': 1.4, '421': 30.26, '4881': 28.16, '5844': 0.0, '6783': 12.9, '6801': 0.0, '8139': 0.9, '8144': 23.7, '8155': 17.9, '8183': 30.0, '8230': 0.0, '8408': 4.8, '9756': 4.2, 'CLE': 3.0, 'GB': 6.0}",1134603542842511360,8
253.4,"['11619', '1373', '1945', '2133', '4033', '4381', '4981', '5850', '5872', '5937', '6149', '6770', '6806', '6904', '7569', '7611', '7670', '8150', '9224', '9500', '9508', 'LAC']",9,,4.0,"['6770', '8150', '6806', '5872', '2133', '4033', '5850', '9224', '6904', '1945', 'LAC']","[18.36, 39.1, 25.3, 14.6, 9.4, 17.1, 46.0, 17.4, 40.14, 14.0, 12.0]","{'11619': 0.0, '1373': 11.58, '1945': 14.0, '2133': 9.4, '4033': 17.1, '4381': 8.22, '4981': 28.1, '5850': 46.0, '5872': 14.6, '5937': 0.0, '6149': 19.8, '6770': 18.36, '6806': 25.3, '6904': 40.14, '7569': 0.0, '7611': 36.5, '7670': 9.2, '8150': 39.1, '9224': 17.4, '9500': 27.2, '9508': 0.0, 'LAC': 12.0}",1134603542842511360,8
195.44,"['10222', '11627', '11632', '11655', '1479', '2028', '4046', '4195', '4866', '5001', '6797', '6945', '7525', '7526', '7588', '7600', '8132', '8228', '9493', '9753', 'BAL']",10,,3.0,"['4046', '4866', '7588', '9493', '11632', '5001', '7526', '7525', '6797', '4195', 'BAL']","[25.18, 31.1, 17.7, 24.1, 14.1, 9.2, 8.5, 20.5, 26.06, 15.0, 4.0]","{'10222': 8.0, '11627': 2.4, '11632': 14.1, '11655': 41.0, '1479': 5.9, '2028': 0.0, '4046': 25.18, '4195': 15.0, '4866': 31.1, '5001': 9.2, '6797': 26.06, '6945': 3.2, '7525': 20.5, '7526': 8.5, '7588': 17.7, '7600': 3.9, '8132': 9.3, '8228': 12.4, '9493': 24.1, '9753': 12.9, 'BAL': 4.0}",1134603542842511360,8
205.02,"['10444', '10937', '11563', '11583', '11584', '11618', '4137', '4943', '4984', '5045', '5857', '5859', '5927', '5947', '6650', '6813', '6819', '8110', '8134', '8151', '9225', '9226', 'DEN']",1,,1.0,"['4984', '4137', '6813', '5859', '5927', '8110', '8151', '9226', '11563', '6650', 'DEN']","[27.1, 28.9, 15.4, 5.6, 15.9, 14.1, 31.2, 40.1, 21.72, 7.0, -2.0]","{'10444': 19.5, '10937': 0.0, '11563': 21.72, '11583': 0.0, '11584': 9.9, '11618': 0.0, '4137': 28.9, '4943': 26.0, '4984': 27.1, '5045': 28.28, '5857': 0.0, '5859': 5.6, '5927': 15.9, '5947': 23.5, '6650': 7.0, '6813': 15.4, '6819': 2.4, '8110': 14.1, '8134': 11.0, '8151': 31.2, '9225': 6.2, '9226': 40.1, 'DEN': -2.0}",1134603542842511360,9
170.12,"['10235', '11575', '11637', '3200', '3451', '4037', '4098', '4988', '5849', '5870', '6130', '6786', '7021', '7523', '7553', '7594', '8131', '8138', '8142', '8147', '8205', '9221', 'HOU']",2,,1.0,"['5849', '9221', '8138', '11637', '6786', '7553', '4098', '7594', '7523', '3451', 'HOU']","[5.76, 20.1, 16.9, 5.1, 17.2, 2.1, 40.2, 28.7, 24.06, 7.0, 3.0]","{'10235': 5.6, '11575': 19.0, '11637': 5.1, '3200': 11.9, '3451': 7.0, '4037': 0.0, '4098': 40.2, '4988': 12.0, '5849': 5.76, '5870': 27.86, '6130': 6.8, '6786': 17.2, '7021': 29.7, '7523': 24.06, '7553': 2.1, '7594': 28.7, '8131': 0.0, '8138': 16.9, '8142': 7.1, '8147': 0.0, '8205': 0.0, '9221': 20.1, 'HOU': 3.0}",1134603542842511360,9
206.54,"['10859', '11566', '11576', '1166', '4039', '5119', '5967', '5987', '6790', '7090', '7547', '8112', '8117', '8121', '8146', '8148', '829', '9484', '9488', 'ATL', 'MIN']",3,,3.0,"['1166', '6790', '5967', '7090', '4039', '10859', '8112', '7547', '11566', '5119', 'MIN']","[19.78, 22.2, 40.4, 19.8, 26.4, 4.8, 10.7, 18.6, 23.86, 9.0, 11.0]","{'10859': 4.8, '11566': 23.86, '11576': 2.9, '1166': 19.78, '4039': 26.4, '5119': 9.0, '5967': 40.4, '5987': 8.1, '6790': 22.2, '7090': 19.8, '7547': 18.6, '8112': 10.7, '8117': 10.9, '8121': 6.8, '8146': 30.0, '8148': 0.0, '829': 0.0, '9484': 8.1, '9488': 42.0, 'ATL': 3.0, 'MIN': 11.0}",1134603542842511360,9
186.44,"['11533', '11564', '11570', '11582', '11596', '11604', '11623', '11624', '11625', '11630', '11631', '11834', '3198', '4227', '5012', '6804', '8130', '8676', '9228', '9502', '9509', '9511', '9758', '9997', '9999', 'DET']",4,,4.0,"['9758', '9509', '3198', '9997', '9502', '8130', '5012', '11624', '9999', '4227', 'DET']","[15.54, 33.0, 45.8, 34.7, 23.6, 13.2, 4.6, 0.0, 0.0, 7.0, 9.0]","{'11533': 9.0, '11564': 24.74, '11570': 0.0, '11582': 2.4, '11596': 2.2, '11604': 15.5, '11623': 0.0, '11624': 0.0, '11625': 3.2, '11630': 0.0, '11631': 6.2, '11834': 3.1, '3198': 45.8, '4227': 7.0, '5012': 4.6, '6804': 13.42, '8130': 13.2, '8676': 0.0, '9228': 12.74, '9502': 23.6, '9509': 33.0, '9511': 0.0, '9758': 15.54, '9997': 34.7, '9999': 0.0, 'DET': 9.0}",1134603542842511360,9
52.5,"['11560', '11581', '11628', '11635', '11638', '1234', '2216', '2309', '3214', '3294', '4034', '4663', '4666', '5248', '5846', '5848', '5892', '8111', '8154', '9481', 'PIT']",5,,2.0,"['11560', '4034', '5892', '11628', '2216', '9481', '5846', '2309', '3294', '4666', 'PIT']","[11.18, 0.0, 21.1, 3.4, 0.0, 0.0, 0.0, 0.0, 13.82, 3.0, 0.0]","{'11560': 11.18, '11581': 0.0, '11628': 3.4, '11635': 11.4, '11638': 0.0, '1234': 0.0, '2216': 0.0, '2309': 0.0, '3214': 12.6, '3294': 13.82, '4034': 0.0, '4663': 22.8, '4666': 3.0, '5248': 0.0, '5846': 0.0, '5848': 0.0, '5892': 21.1, '8111': 21.7, '8154': 0.0, '9481': 0.0, 'PIT': 0.0}",1134603542842511360,9
149.92,"['11586', '11626', '11647', '1264', '1466', '3163', '4068', '4217', '4892', '6794', '6826', '6845', '7049', '7528', '7564', '8136', '8254', '96', '9757', 'PHI', 'SF']",6,,5.0,"['3163', '8136', '8254', '6794', '7564', '1466', '11626', '6845', '96', '1264', 'PHI']","[11.1, 14.0, 4.7, 26.58, 11.3, 27.0, 14.4, 0.0, 20.84, 11.0, 9.0]","{'11586': 0.4, '11626': 14.4, '11647': 3.2, '1264': 11.0, '1466': 27.0, '3163': 11.1, '4068': 1.6, '4217': 0.0, '4892': 20.0, '6794': 26.58, '6826': 0.0, '6845': 0.0, '7049': 0.0, '7528': 0.0, '7564': 11.3, '8136': 14.0, '8254': 4.7, '96': 20.84, '9757': 0.0, 'PHI': 9.0, 'SF': 0.0}",1134603542842511360,9
142.7,"['10236', '11439', '11559', '11620', '11643', '1426', '3321', '4018', '4199', '4983', '5022', '6011', '6768', '7543', '7591', '7839', '8137', '8143', '8167', '9229', 'NYJ']",7,,5.0,"['9229', '7543', '4018', '3321', '4983', '10236', '4199', '11620', '8137', '7839', 'NYJ']","[0.0, 6.5, 36.6, 12.0, 7.3, 7.2, 25.7, 20.4, 0.0, 12.0, 15.0]","{'10236': 7.2, '11439': 7.5, '11559': 0.0, '11620': 20.4, '11643': 4.8, '1426': 28.6, '3321': 12.0, '4018': 36.6, '4199': 25.7, '4983': 7.3, '5022': 0.0, '6011': 3.46, '6768': 21.54, '7543': 6.5, '7591': 0.0, '7839': 12.0, '8137': 0.0, '8143': 2.7, '8167': 8.7, '9229': 0.0, 'NYJ': 15.0}",1134603542842511360,9
185.72,"['10229', '11539', '1339', '2374', '2449', '2749', '4035', '4066', '4149', '421', '4881', '5844', '6783', '6801', '8139', '8144', '8155', '8183', '8230', '8408', '9756', 'CLE', 'GB']",8,,4.0,"['4881', '8155', '4035', '8144', '2374', '4066', '2749', '6783', '421', '11539', 'CLE']","[25.1, 18.0, 51.0, 2.3, 15.3, 11.5, 13.8, 14.3, 22.42, 6.0, 6.0]","{'10229': 0.0, '11539': 6.0, '1339': 1.5, '2374': 15.3, '2449': 0.0, '2749': 13.8, '4035': 51.0, '4066': 11.5, '4149': 0.0, '421': 22.42, '4881': 25.1, '5844': 5.7, '6783': 14.3, '6801': 0.0, '8139': 10.0, '8144': 2.3, '8155': 18.0, '8183': 0.0, '8230': 0.0, '8408': 0.0, '9756': 16.6, 'CLE': 6.0, 'GB': 2.0}",1134603542842511360,9
268.84,"['1373', '1945', '2133', '4033', '4381', '4981', '5850', '5872', '5937', '6149', '6219', '6770', '6806', '6904', '7569', '7611', '7670', '8150', '9224', '9500', '9508', 'LAC']",9,,2.0,"['6770', '8150', '6806', '4981', '2133', '4033', '5850', '9224', '6904', '6219', 'LAC']","[34.64, 24.5, 33.5, 12.3, 22.1, 7.9, 21.3, 48.2, 36.4, 9.0, 19.0]","{'1373': 31.12, '1945': 0.0, '2133': 22.1, '4033': 7.9, '4381': 18.5, '4981': 12.3, '5850': 21.3, '5872': 0.0, '5937': 0.0, '6149': 9.5, '6219': 9.0, '6770': 34.64, '6806': 33.5, '6904': 36.4, '7569': 0.0, '7611': 27.4, '7670': 14.3, '8150': 24.5, '9224': 48.2, '9500': 12.0, '9508': 0.0, 'LAC': 19.0}",1134603542842511360,9
182.72,"['10222', '11627', '11632', '11655', '1479', '2028', '4046', '4195', '4866', '5001', '6797', '6945', '7525', '7526', '7588', '7600', '8132', '8228', '9493', '9753', 'BAL']",10,,3.0,"['4046', '4866', '7588', '9493', '11632', '5001', '7526', '7525', '6797', '4195', 'BAL']","[28.54, 54.4, 16.4, 2.1, 14.9, 5.1, 7.6, 18.7, 20.98, 4.0, 10.0]","{'10222': 21.3, '11627': 2.9, '11632': 14.9, '11655': 15.9, '1479': 7.6, '2028': 13.44, '4046': 28.54, '4195': 4.0, '4866': 54.4, '5001': 5.1, '6797': 20.98, '6945': 2.6, '7525': 18.7, '7526': 7.6, '7588': 16.4, '7600': 0.0, '8132': 10.8, '8228': 0.0, '9493': 2.1, '9753': 6.3, 'BAL': 10.0}",1134603542842511360,9
182.0,"['10444', '10937', '11563', '11583', '11584', '11618', '4137', '4943', '4984', '5045', '5857', '5859', '5927', '5947', '6650', '6813', '6819', '8110', '8134', '8151', '9225', '9226', 'DEN']",1,,5.0,"['4984', '4137', '6813', '5859', '5927', '8110', '9225', '9226', '11563', '6650', 'DEN']","[24.2, 30.3, 32.7, 20.9, 21.3, 4.4, 1.4, 16.2, 17.6, 8.0, 5.0]","{'10444': 0.0, '10937': 9.0, '11563': 17.6, '11583': 0.0, '11584': 24.2, '11618': 0.0, '4137': 30.3, '4943': 12.94, '4984': 24.2, '5045': 19.0, '5857': 0.0, '5859': 20.9, '5927': 21.3, '5947': 0.0, '6650': 8.0, '6813': 32.7, '6819': 0.0, '8110': 4.4, '8134': 11.8, '8151': 0.0, '9225': 1.4, '9226': 16.2, 'DEN': 5.0}",1134603542842511360,10
228.82,"['10235', '11575', '11637', '19', '3200', '3451', '4037', '4098', '4234', '4988', '5849', '5870', '6130', '6786', '7021', '7523', '7553', '7594', '8131', '8138', '8142', '8205', '9221', 'HOU']",2,,1.0,"['5849', '9221', '8138', '8142', '6786', '7553', '4098', '7594', '19', '3451', 'HOU']","[30.24, 24.3, 25.0, 18.1, 8.9, 9.5, 26.0, 46.9, 16.88, 12.0, 11.0]","{'10235': 1.6, '11575': 2.1, '11637': 0.0, '19': 16.88, '3200': 2.5, '3451': 12.0, '4037': 0.0, '4098': 26.0, '4234': 6.3, '4988': 0.0, '5849': 30.24, '5870': 17.7, '6130': 9.5, '6786': 8.9, '7021': 14.6, '7523': 0.0, '7553': 9.5, '7594': 46.9, '8131': 0.0, '8138': 25.0, '8142': 18.1, '8205': 0.0, '9221': 24.3, 'HOU': 11.0}",1134603542842511360,10
154.92,"['10859', '11566', '11576', '1166', '4039', '5119', '5967', '5987', '6790', '7090', '7547', '7608', '8112', '8117', '8121', '8146', '8148', '9484', '9488', 'ATL', 'MIN']",3,,3.0,"['1166', '6790', '5967', '7090', '4039', '10859', '8146', '7547', '11566', '5119', 'MIN']","[14.24, 15.5, 14.8, 14.6, 15.0, 15.6, 9.1, 18.0, 10.08, 15.0, 13.0]","{'10859': 15.6, '11566': 10.08, '11576': 7.9, '1166': 14.24, '4039': 15.0, '5119': 15.0, '5967': 14.8, '5987': 0.0, '6790': 15.5, '7090': 14.6, '7547': 18.0, '7608': 0.0, '8112': 17.7, '8117': 4.4, '8121': 0.0, '8146': 9.1, '8148': 8.3, '9484': 0.0, '9488': 0.0, 'ATL': 1.0, 'MIN': 13.0}",1134603542842511360,10
169.58,"['11533', '11564', '11570', '11582', '11596', '11604', '11623', '11624', '11625', '11630', '11631', '11834', '3198', '4227', '5012', '6804', '8130', '8676', '9228', '9502', '9509', '9511', '9758', '9997', '9999', 'DET']",4,,2.0,"['9758', '9509', '3198', '9997', '9502', '8130', '5012', '11624', '9999', '4227', 'DET']","[12.28, 47.4, 22.1, 7.4, 8.8, 11.1, 18.8, 2.1, 21.6, 10.0, 8.0]","{'11533': 7.0, '11564': 14.76, '11570': 0.0, '11582': 1.3, '11596': 0.0, '11604': 0.0, '11623': 0.0, '11624': 2.1, '11625': 13.1, '11630': 0.0, '11631': 3.2, '11834': 13.9, '3198': 22.1, '4227': 10.0, '5012': 18.8, '6804': 0.0, '8130': 11.1, '8676': 0.0, '9228': 13.04, '9502': 8.8, '9509': 47.4, '9511': 0.0, '9758': 12.28, '9997': 7.4, '9999': 21.6, 'DET': 8.0}",1134603542842511360,10
73.5,"['11560', '11581', '11628', '11635', '11638', '1234', '2216', '2309', '3214', '3294', '4034', '4663', '4666', '5248', '5846', '5848', '5892', '8111', '8154', '9481', 'PIT']",5,,1.0,"['11560', '4034', '5892', '11628', '2216', '9481', '5846', '2309', '3294', '4666', 'PIT']","[7.3, 25.2, 18.6, 16.4, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0]","{'11560': 7.3, '11581': 0.0, '11628': 16.4, '11635': 7.2, '11638': 17.3, '1234': 21.1, '2216': 0.0, '2309': 0.0, '3214': 2.4, '3294': 0.0, '4034': 25.2, '4663': 24.6, '4666': 2.0, '5248': 10.5, '5846': 0.0, '5848': 0.0, '5892': 18.6, '8111': 8.5, '8154': 0.0, '9481': 0.0, 'PIT': 4.0}",1134603542842511360,10
203.58,"['11586', '11626', '11647', '1264', '1466', '3163', '4068', '4217', '4892', '6794', '6826', '7049', '7528', '7564', '8136', '8254', '96', '9754', '9757', 'PHI', 'SF']",6,,3.0,"['4892', '8136', '7528', '6794', '7564', '1466', '11626', '4217', '96', '1264', 'PHI']","[10.44, 24.0, 24.8, 9.8, 63.4, 20.4, 7.0, 14.7, 4.04, 2.0, 23.0]","{'11586': 3.5, '11626': 7.0, '11647': 0.0, '1264': 2.0, '1466': 20.4, '3163': 13.3, '4068': 10.2, '4217': 14.7, '4892': 10.44, '6794': 9.8, '6826': 3.3, '7049': 16.3, '7528': 24.8, '7564': 63.4, '8136': 24.0, '8254': 0.0, '96': 4.04, '9754': 10.4, '9757': 0.0, 'PHI': 23.0, 'SF': 3.0}",1134603542842511360,10
120.5,"['10236', '11439', '11559', '11620', '11643', '1426', '3321', '4018', '4199', '4983', '5022', '6011', '6768', '7543', '7591', '7839', '8137', '8143', '8167', '9229', 'NYJ']",7,,5.0,"['9229', '7543', '4018', '3321', '4983', '10236', '4199', '11620', '8137', '7839', 'NYJ']","[0.0, 10.8, 32.5, 12.7, 6.2, 4.4, 22.6, 5.3, 21.0, 4.0, 1.0]","{'10236': 4.4, '11439': 2.2, '11559': 0.0, '11620': 5.3, '11643': 2.8, '1426': 9.6, '3321': 12.7, '4018': 32.5, '4199': 22.6, '4983': 6.2, '5022': 10.5, '6011': 0.0, '6768': 9.68, '7543': 10.8, '7591': 0.0, '7839': 4.0, '8137': 21.0, '8143': 0.0, '8167': 0.0, '9229': 0.0, 'NYJ': 1.0}",1134603542842511360,10
177.02,"['10229', '11539', '1339', '2374', '2449', '2749', '4035', '4066', '4149', '421', '4881', '5844', '6783', '6801', '8126', '8144', '8155', '8183', '8230', '8408', '9756', 'CHI', 'GB']",8,,4.0,"['4881', '8155', '4035', '9756', '8126', '4066', '2749', '5844', '8183', '11539', 'CHI']","[39.4, 17.3, 26.4, 5.4, 10.1, 10.0, 5.4, 15.2, 31.82, 12.0, 4.0]","{'10229': 0.0, '11539': 12.0, '1339': 7.1, '2374': 0.0, '2449': 0.0, '2749': 5.4, '4035': 26.4, '4066': 10.0, '4149': 0.0, '421': 14.22, '4881': 39.4, '5844': 15.2, '6783': 0.0, '6801': 0.0, '8126': 10.1, '8144': 0.0, '8155': 17.3, '8183': 31.82, '8230': 3.8, '8408': 1.0, '9756': 5.4, 'CHI': 4.0, 'GB': 0.0}",1134603542842511360,10
207.4,"['1373', '1945', '2133', '4033', '4381', '4981', '5850', '5872', '5937', '6149', '6770', '6806', '6904', '7569', '7611', '7670', '8150', '9224', '9500', '9508', 'LAC']",9,,4.0,"['6770', '8150', '6806', '5872', '2133', '4381', '7611', '9224', '6904', '1945', 'LAC']","[42.72, 18.7, 16.0, 14.1, 9.1, 9.0, 21.7, 28.9, 34.18, 4.0, 9.0]","{'1373': 0.0, '1945': 4.0, '2133': 9.1, '4033': 0.0, '4381': 9.0, '4981': 25.4, '5850': 0.0, '5872': 14.1, '5937': 1.6, '6149': 0.0, '6770': 42.72, '6806': 16.0, '6904': 34.18, '7569': 0.0, '7611': 21.7, '7670': 4.6, '8150': 18.7, '9224': 28.9, '9500': 14.2, '9508': 11.6, 'LAC': 9.0}",1134603542842511360,10
132.5,"['10222', '11627', '11632', '11655', '1479', '2028', '4046', '4195', '4866', '5001', '6797', '6945', '7525', '7526', '7588', '7600', '8132', '8228', '9493', '9753', 'BAL']",10,,2.0,"['4046', '4866', '7588', '9493', '11632', '5001', '7526', '7525', '6797', '4195', 'BAL']","[21.04, 15.8, 3.2, 18.8, 11.3, 9.6, 9.1, 3.4, 24.26, 10.0, 6.0]","{'10222': 0.0, '11627': 1.9, '11632': 11.3, '11655': 29.4, '1479': 9.4, '2028': 22.46, '4046': 21.04, '4195': 10.0, '4866': 15.8, '5001': 9.6, '6797': 24.26, '6945': 5.1, '7525': 3.4, '7526': 9.1, '7588': 3.2, '7600': 10.7, '8132': 11.4, '8228': 16.5, '9493': 18.8, '9753': 0.0, 'BAL': 6.0}",1134603542842511360,10
